Acelerometroy;Acelerometroz;Giroscopiox;Giroscopioy;Giroscopioz;Magnetometrox;Magnetometroy;Magnetometroz;Actividades
11073342;-0.8308412;-0.87995136;-0.08552113;10534371;19.26;-42.78;-28.5;Downstairs
69599977;-0.9670447;-12174544;15641204;13961325;19439999;-42719997;-28.14;Downstairs
57205462;-0.20430522;-11081096;1632232;14199562;19.32;-42719997;-28019999;Downstairs
5570722;-0.6946377;-0.75716746;10818423;11285735;19199999;-42.54;-28.14;Downstairs
64832854;-15527196;-0.47250426;0.32589662;0.79259765;19.14;-42.54;-28.14;Downstairs
7995144;-33506055;-0.6414085;-0.10751228;0.82650065;18.9;-42.36;-28.14;Downstairs
8689782;-1293933;-11249083;-0.35613444;1391551;18.3;-42.54;-28.5;Downstairs
7559293;-0.05448139;-0.5439755;-0.65179324;1400714;17.88;-42.42;-28859999;Downstairs
66331096;-0.84446156;-0.22632557;-0.8943067;12073752;16.98;-42239998;-29.4;Downstairs
4467474;0.32688835;-0.061086524;-0.5488624;0.6273586;15.24;-42;-30179998;Downstairs
5434519;196133;0.7125743;-0.18051068;0.23823744;14.46;-41.82;-30539999;Downstairs
9983715;30781987;13671165;-0.20158553;-0.5222898;13.86;-41579998;-30.84;Downstairs
9983715;30781987;13316863;-0.22602014;-14065173;13.86;-41579998;-30.84;Downstairs
15322891;71915436;10476339;-0.2284636;-19975294;13.32;-41.64;-31.08;Downstairs
14056199;6742072;0.6609562;-0.50610185;-23212879;12719999;-41579998;-31199999;Downstairs
10991621;39635212;0.17898351;-0.92271197;-24856107;12.24;-41.7;-31.32;Downstairs
9684067;28466527;-0.40103304;-0.9999864;-2563496;12.24;-41.76;-31.32;Downstairs
71098213;0.7082581;-0.42363504;-0.28802297;-26728408;12.3;-41.82;-31.38;Downstairs
4944186;-0.7627395;-0.31581733;0.24587326;-27418687;12.78;-41.76;-31.38;Downstairs
56660647;-0.47671217;0.3866777;19336939;-2844494;13139999;-41.7;-31.14;Downstairs
76546354;0.23154591;0.9285152;2300213;-28716774;13799999;-41.46;-30.96;Downstairs
8444615;0.7491191;11838568;15296066;-27907379;14.82;-41.16;-30599998;Downstairs
10460427;0.95342433;12421945;0.4156938;-26160305;17.58;-40.8;-29699999;Downstairs
10855417;1253072;1022283;-0.61208695;-23991733;19.14;-40.32;-29.22;Downstairs
10896278;24516625;0.6536258;-15027285;-2143526;20.64;-40.14;-28.8;Downstairs
10092678;34595683;0.26542094;-21361957;-17061466;23699999;-39239998;-27.96;Downstairs
9384419;3486809;-0.12034045;-21175644;-12223413;25199999;-38.76;-27599998;Downstairs
8036005;30237172;-0.32803464;-0.84635377;-0.6160576;26519999;-38.16;-27.48;Downstairs
73549876;23699405;-0.35185838;0.20066923;-0.07727446;29039999;-36719997;-27119999;Downstairs
74503303;1920469;-0.37507126;0.91690874;0.46731192;30.06;-36239998;-26.88;Downstairs
7477571;14982382;-0.4569272;13445144;10005972;31.98;-35.04;-26.58;Downstairs
9357179;0.7354988;-0.57818395;15482379;13738359;32.76;-34.62;-26519999;Downstairs
10514909;0.7354988;-0.6093381;17989981;16334536;33.3;-34.32;-26.4;Downstairs
10051817;0.013620348;-0.6178902;2378404;17595973;33.54;-34.02;-26279999;Downstairs
10106298;-0.92618364;-0.63346726;27980683;18359555;33.96;-33.84;-26099998;Downstairs
10746454;-14165162;-0.84971356;31221323;19822577;33.96;-33.96;-25.92;Downstairs
12707785;-19477097;-10100657;34547484;21734586;33.96;-33.96;-25619999;Downstairs
16548723;-31599207;-11148291;40274343;2771801;34.02;-34.44;-25.08;Downstairs
1846919;-26423476;-13662001;39938369;31221323;33899998;-34.68;-24.66;Downstairs
17311462;-0.84446156;-15897768;31713068;32830954;33.48;-35.64;-23519999;Downstairs
15064105;-0.44947147;-16756034;17843374;32769866;33.36;-36239998;-22859999;Downstairs
12803127;0.06810174;-16643023;0.5928447;32091806;33.12;-36719997;-22.38;Downstairs
9861132;0.667397;-12629639;0.032070424;26450465;31.98;-38.16;-21.18;Downstairs
9861132;0.667397;-12202033;0.25350907;21707096;31.98;-38.16;-21.18;Downstairs
8580819;-0.8036005;-14492778;0.5714644;19917262;31199999;-38.7;-20699999;Downstairs
69191365;-0.8308412;-15259414;0.64476824;18762726;30.24;-39.54;-20.4;Downstairs
6374323;0.12258313;-14110987;0.44990227;1246776;29.22;-40.26;-20039999;Downstairs
79679036;0.42223078;-11523973;0.26847526;0.8717047;26.76;-41219997;-19.98;Downstairs
9575105;0.50395286;-0.929126;0.2321288;0.81245077;25.68;-41579998;-20039999;Downstairs
9615966;15390993;-0.8552113;0.39767328;0.9468411;23279999;-42.3;-20699999;Downstairs
9629586;15799603;-0.7254025;0.4428773;0.89980453;22.02;-42.54;-21.06;Downstairs
10065437;17706453;-0.4098906;0.30268374;0.82436264;20.76;-42.78;-21.6;Downstairs
10378705;20566726;-0.36774087;0.23426682;0.782213;19.56;-43.02;-22.08;Downstairs
8430995;31599207;-0.3109304;0.11301007;0.45845437;17.34;-43.26;-23279999;Downstairs
74503303;37319753;-0.27275133;0.13683382;0.3109304;16.44;-43.14;-23.76;Downstairs
76137743;4630918;-0.032070424;0.20341812;0.051618114;15.48;-43079998;-24359999;Downstairs
10065437;5325556;0.57910025;0.3118467;-0.46211955;14.88;-42.84;-24.9;Downstairs
9152874;5992953;0.7849618;0.9279043;-0.66553766;14.16;-42.42;-25619999;Downstairs
9071152;50259085;0.92087936;15714508;-0.5213735;14.04;-42.48;-25.92;Downstairs
10746454;39635212;0.9642508;16636915;-0.1695151;14.16;-42.18;-25859999;Downstairs
11836082;37047346;0.91874135;10616838;-0.4196644;14219999;-42.36;-25859999;Downstairs
1174074;3840938;0.8912524;0.55741453;-0.8359691;14.4;-42.42;-25.68;Downstairs
1174074;3840938;0.8891144;0.44135013;-10451905;14.4;-42.42;-25.68;Downstairs
10869038;36093922;0.9114109;0.52290064;-10680978;14759999;-42.42;-25.38;Downstairs
69872384;14437568;11365148;12458596;-114018;15.12;-42.42;-24.96;Downstairs
5965712;12803127;13784174;19254472;-12266175;15719999;-42.48;-24359999;Downstairs
51484914;0.9942854;17238617;2574186;-13246613;17.34;-42.54;-22.98;Downstairs
54208984;0.61291564;2097406;29358184;-15622878;18.18;-42.54;-22.02;Downstairs
6782933;0.5992953;22574525;2805704;-1750129;19.08;-42.78;-20939999;Downstairs
8757884;11577295;2180789;2208278;-17110336;20.4;-42719997;-19.38;Downstairs
10351464;22745981;17079792;0.2706133;-14569136;21.72;-42.78;-17.88;Downstairs
10637491;2547005;14040737;-0.8958339;-13310753;23039999;-42.66;-16.38;Downstairs
9970095;25742457;1135904;-11612549;-12583824;24.42;-42.66;-15;Downstairs
9615966;28057916;0.9053023;-0.79320854;-11835514;25619999;-42.3;-13679999;Downstairs
9425281;2233737;0.6230826;-0.26542094;-0.9975429;28019999;-41879997;-10.92;Downstairs
9547864;17025435;0.22632557;0.2565634;-0.59773165;29.34;-41.28;-9599999;Downstairs
9547864;15935807;-0.08582657;0.65148777;-0.13347405;31679998;-40379997;-7.08;Downstairs
9479762;16344417;-0.28527406;0.93523467;0.23579398;32.7;-40.02;-58799996;Downstairs
9970095;13211738;-0.3943135;12027937;0.5384777;33719997;-39.66;-4.92;Downstairs
12571581;-10760075;-0.548557;15796975;0.84849185;35.16;-39;-3.36;Downstairs
12285554;-10079057;-0.73884153;2737287;12812898;35.76;-38.64;-26399999;Downstairs
11577295;-0.3677494;-0.68477994;31019738;13307699;36059998;-38.34;-19799999;Downstairs
12244693;-0.50395286;-0.82802784;27317894;12501358;35.94;-38.16;-11999999;Downstairs
12803127;-0.87170225;-11508701;21578815;12846496;35.7;-38.1;-0.78;Downstairs
13361561;-10623871;-13127494;20992384;13771957;35219997;-38.16;-0.35999998;Downstairs
14655494;-23290794;-11575897;28475482;16517797;34.44;-38.46;0.35999998;Downstairs
141787815;-22745981;-10580186;31823025;17394388;33.96;-38579998;0.84;Downstairs
12748646;-15118586;-1006095;31349604;1724778;33059998;-39;1.26;Downstairs
10079058;-0.7627395;-0.96669424;26774223;16340646;31439999;-39899998;2.22;Downstairs
9030291;-0.7354988;-10210613;20647244;14957036;30539999;-40.32;2.52;Downstairs
8430995;-12258313;-1237613;12183707;13020593;29.4;-40739998;3;Downstairs
71234417;-18387469;-14660766;0.8906415;12333369;27119999;-41579998;4.08;Downstairs
66331096;-1879608;-16218473;0.63041294;12134838;25.92;-42;42599998;Downstairs
67148314;-18115063;-17040086;0.3359759;12024882;24779999;-42.42;42599998;Downstairs
67148314;-18115063;-17974709;0.035124753;1074512;24779999;-42.42;42599998;Downstairs
73958488;-0.8308412;-1720502;-0.34666604;0.84940815;23.64;-42.78;42599998;Downstairs
8526338;0.14982383;-14721853;-0.6401868;0.5439755;23.64;-42.78;42599998;Downstairs
9275456;-0.24516626;-11545353;-0.7333437;0.2687807;21.3;-43559998;36599998;Downstairs
9765789;-0.24516626;-0.9728029;-0.698219;0.11301007;20.16;-43.86;3.3;Downstairs
9765789;-0.24516626;-0.7425067;-0.4746423;0.24312437;20.16;-43.86;3.3;Downstairs
10038197;0.13620348;-0.3313944;-0.4147775;0.17867808;19.08;-44.28;28799999;Downstairs
11195926;13211738;0.0580322;-0.47158796;-0.16829337;18;-44.64;23999999;Downstairs
11086963;2192876;0.3475823;-0.63804877;-0.5513059;16.98;-44.94;1.86;Downstairs
12871228;30100968;0.573297;-0.7877107;-0.6780604;16.08;-45239998;1.38;Downstairs
13143636;4739881;0.7672467;-0.88056225;-0.8436049;14.28;-45.3;0.24;Downstairs
113321295;5570722;10256428;-0.38331795;-13283265;13559999;-45.48;-0.29999998;Downstairs
7504812;6183638;12027937;0.6114761;-15995506;13139999;-45539997;-0.65999997;Downstairs
3336985;38681788;1181108;16374242;-14850134;12.42;-45.66;-1.5;Downstairs
34731886;28057916;10100657;15503759;-13252722;12.3;-45719997;-1.68;Downstairs
6864655;1253072;0.84635377;10934488;-11777482;12.12;-45.6;-1.68;Downstairs
10296983;13484144;0.7651087;0.59712076;-11065824;12.54;-45.48;-1.38;Downstairs
980665;17025435;0.8897252;0.38362336;-11151345;12.84;-45.3;-1.14;Downstairs
8785124;16753027;10870347;0.63194007;-10855075;13.2;-45059998;-0.65999997;Downstairs
8785124;16753027;11945469;10494665;-10931433;13.2;-45059998;-0.65999997;Downstairs
70553403;17161638;11316279;142973;-10638218;13559999;-44879997;-0.06;Downstairs
6701211;0.980665;10616838;14679092;-10296134;13.98;-44.52;0.71999997;Downstairs
73822284;0.19068487;0.7666359;13219124;-0.9166033;14.94;-43.92;2.22;Downstairs
8253931;0.42223078;0.675617;11942415;-0.87872964;15599999;-43.62;3.12;Downstairs
9602345;0.9125633;0.43004912;0.63438356;-0.66553766;16199999;-43379997;38999999;Downstairs
10869038;12122109;0.2678644;0.22143865;-0.47494772;16859999;-42.96;47999997;Downstairs
1175436;14573772;0.1600467;-0.0421497;-0.37415496;17279999;-42719997;5.46;Downstairs
11618156;15390993;0.11362094;-0.11148291;-0.3036;18359999;-41879997;6.72;Downstairs
11059722;13484144;0.03634648;0.0852157;-0.1469131;18.66;-41.52;7.44;Downstairs
10405946;1253072;-0.049785517;0.52687126;0.0580322;19199999;-41.34;8099999;Downstairs
83765135;0.89894295;-0.15302174;0.9370673;0.28527406;19.38;-40.8;9.12;Downstairs
6891896;10351465;-0.26175576;0.84329945;0.3454443;19.56;-40559998;9719999;Downstairs
4930566;16753027;-0.34025195;0.5540548;0.25350907;19.68;-40.44;10.08;Downstairs
2383561;20294318;-0.62796944;0.2406809;0.018325957;19.8;-40.26;10.5;Downstairs
0.32688835;19340894;-10772609;-0.04734206;-0.089186326;19.98;-40.32;10679999;Downstairs
-16616824;10896279;-13686435;-0.063224554;-0.16310102;20039999;-40.32;10559999;Downstairs
-37728362;-0.2860273;-1713477;12308935;0.062002823;20039999;-40.5;10.38;Downstairs
-19340894;-10351465;-12950343;23658812;0.39584067;19.92;-40739998;100199995;Downstairs
24380422;-3445948;-10100657;2918714;0.5476407;19.8;-40.98;9.84;Downstairs
15799603;-8662541;-0.22266038;3722002;10763446;19.56;-41.52;9599999;Downstairs
18932283;-6701211;-0.15088372;34962873;12910637;19.38;-41579998;9.54;Downstairs
19449856;-62517395;0.4801401;16270396;18497;18.96;-41879997;9.36;Downstairs
12435377;-0.54481393;0.042760566;-0.24617869;19688187;18119999;-42.54;9179999;Downstairs
11713499;16753027;0.04886922;-21111503;14792101;17699999;-42899998;9059999;Downstairs
10923519;1484618;-0.035124753;-29743028;0.66889745;17.22;-43.26;8.76;Downstairs
74639506;11032481;-0.2180789;-21502457;0.18967366;16199999;-43739998;8.7;Downstairs
60610547;14437568;0.025350908;-16349808;-0.013439035;15599999;-43.86;8.58;Downstairs
34187074;11849703;0.1142318;-1378112;-0.12614368;15.12;-44.16;8.7;Downstairs
16480621;0.88532263;0.10323623;-12559389;-0.22876903;14.58;-44579998;8.76;Downstairs
11168685;10896279;0.026267206;-0.57818395;-0.5119051;14.16;-44.82;8.82;Downstairs
48760843;20294318;0.2434298;0.106595986;-0.41691554;13799999;-44.94;9.12;Downstairs
16480621;156634;0.6432411;0.874759;0.16707164;13.44;-45;9179999;Downstairs
19340895;24516625;0.7119634;18664987;10644327;12.84;-45.3;9.36;Downstairs
19517958;4862464;0.81031275;2591596;0.8738427;11.88;-45.84;9.78;Downstairs
19517958;35140498;11258247;26413813;0.79168135;115199995;-45.96;10.2;Downstairs
16017529;17706453;0.4728097;16432275;0.3827071;11.16;-46079998;10.26;Downstairs
9220976;15118586;-0.20250183;0.08093964;-0.09987647;10.92;-46.14;10559999;Downstairs
34731886;15799603;-0.7443393;-13536774;-0.68508536;10139999;-46.14;11.16;Downstairs
1253072;11713499;-0.8888089;-18038851;-0.8304713;9.84;-46.26;11.28;Downstairs
-0.24516626;12122109;-0.84665924;-16481144;-0.9129381;9.78;-46379997;11.4;Downstairs
-36911142;20566726;-0.68416905;-0.5531385;-0.81092364;9.54;-46.68;11.58;Downstairs
-3568531;20566726;-0.5329799;0.8533788;-0.5170974;9.36;-46.68;11.58;Downstairs
0.38136974;-13484144;-0.5491679;15335772;-0.28771752;9.36;-46739998;11639999;Downstairs
6469665;-2547005;-0.28496864;1561677;-0.15760323;8.76;-47.1;11759999;Downstairs
14818938;-56933055;-0.07941248;15213599;-0.018325957;8639999;-47.16;11.88;Downstairs
17733692;-68782754;-0.08552113;14752395;0.6224717;8.46;-47.1;11.82;Downstairs
18292128;-3800077;0.25411993;0.85062987;1138042;8.34;-47.34;11.46;Downstairs
13443283;-19068487;0.33505958;0.08032878;12205088;8.22;-47.28;11.46;Downstairs
13443283;-19068487;0.09010262;-0.81336707;1251052;8.22;-47.28;11.46;Downstairs
7954283;22201166;-0.121256754;-16340646;10797043;8099999;-47.34;11.04;Downstairs
5066769;28738933;-0.21991149;-22537873;0.77488256;78599997;-47.34;10.8;Downstairs
0.7354988;196133;-0.22571471;-21838431;0.35643986;7.62;-47399998;10679999;Downstairs
0.7082581;17025435;-0.39492437;-12977833;0.15241088;73799996;-47399998;10679999;Downstairs
7246025;14165162;-0.30543262;-0.3643811;0.21655174;67799997;-47.34;10559999;Downstairs
18482811;0.06810174;0.27672195;10320568;0.6554584;6.24;-47.28;10.62;Downstairs
19490717;8049625;0.14202617;15738943;0.99112886;5.52;-47.16;10.86;Downstairs
19517958;10773695;0.86467975;17632625;0.7089091;5.22;-47.16;10.92;Downstairs
18142303;65650077;13842206;21178699;0.84116143;4.2;-46.98;10679999;Downstairs
11086963;0.89894295;0.45142943;2162463;0.36163223;3.12;-46.62;10.92;Downstairs
3486809;0.027240695;-0.2687807;17650951;-0.025350908;2.52;-46.26;11219999;Downstairs
0.626536;0.8036005;-0.539394;14306464;-0.20219639;21599998;-46.26;11219999;Downstairs
-20158114;12803127;-0.4569272;14223998;-0.059253927;1.5;-46.26;10.74;Downstairs
-2669588;0.20430522;-0.23182335;2968805;0.3381139;0.71999997;-46079998;10679999;Downstairs
-14301366;-1525479;-0.28221974;40515637;0.6560693;0.12;-45.96;10.38;Downstairs
20566726;-25742457;-0.4877759;41761804;0.97494096;-0.9;-45719997;10139999;Downstairs
42495484;-29964764;-0.70707655;33209689;12483032;-13199999;-45.78;9.9;Downstairs
12081248;-4099725;-0.8344419;2005165;14355333;-19799999;-45.84;9059999;Downstairs
18891422;-5039529;-0.9184359;0.47952923;15757269;-23999999;-45.78;85199995;Downstairs
19477097;-37728362;-1072374;-0.5360342;1491122;-3.06;-45899998;79199996;Downstairs
19517958;313268;-0.54825157;-0.044593163;0.79229224;-4.38;-46.02;68399997;Downstairs
17052675;41814466;-0.048258353;0.57726765;0.15118915;-4.98;-46.02;6.42;Downstairs
1447843;30781987;0.11575896;0.8197812;-0.1441642;-5.7;-45.78;6.12;Downstairs
12503479;10896279;0.20311269;12370021;-0.35338554;-63599997;-45.66;57599998;Downstairs
7872561;0.43585113;0.31123585;10219775;-0.22937989;-73199997;-45.48;5.04;Downstairs
52574544;13211738;0.48472157;-0.36713;0.10995574;-7.98;-45.42;4.74;Downstairs
4385752;1920469;0.16676621;-23084598;0.3555236;-8.58;-45.36;43199997;Downstairs
23018389;17570249;-0.2996294;-23295345;-0.06566802;-9.36;-45239998;3.72;Downstairs
0.35412905;0.54481393;-0.34422258;0.106595986;-0.8622363;-9.84;-45.12;3.54;Downstairs
4508335;0.89894295;-0.16371189;0.9437868;-0.8735373;-9.9;-45;34199998;Downstairs
11155065;11849703;0.03573562;18194622;-0.691194;-9.84;-45;3.54;Downstairs
19027626;27785509;-0.11911872;15415184;-0.4746423;-9599999;-44879997;3.54;Downstairs
19490717;4576437;-0.08124508;0.5122105;-0.70249504;-9.36;-44.82;34199998;Downstairs
19517958;57205462;0.23976462;0.086132;-0.7837401;-9.12;-44.7;34199998;Downstairs
17447666;53800373;0.5849035;0.66248333;-0.8164214;-8.7;-44.52;3.6;Downstairs
8635301;0.92618364;0.38026363;0.96486163;-10192287;-7.74;-44.76;3.72;Downstairs
6238119;0.5720546;-0.019242255;1178359;-1180497;-73799996;-44.64;3.72;Downstairs
6605869;14301366;-0.35735616;0.9837985;-10366384;-62999997;-44.7;3.72;Downstairs
7477571;12803127;-0.6273586;0.26053402;-0.63499445;-5.64;-44.7;3.72;Downstairs
7137062;11849703;-0.5833763;-0.6704246;-0.12614368;-5.1;-44.7;3.54;Downstairs
52302136;13075534;-0.20647246;-0.6010914;0.17531833;-4.5;-44.76;34199998;Downstairs
42495484;22064962;0.076358154;0.19822577;0.3173445;-3.48;-44879997;34199998;Downstairs
47262607;3255263;0.2134974;1303281;0.40286562;-29399998;-45059998;3.3;Downstairs
5339176;29964764;0.34055737;22424862;0.5381723;-2.58;-45239998;3.12;Downstairs
5434519;0.40861043;0.3735441;3059824;0.5702427;-1.8;-45.42;31799998;Downstairs
5339176;-18387469;0.27183503;35311065;0.50640726;-1.62;-45719997;3.3;Downstairs
10160779;-60610547;0.3213151;38411207;0.61117065;-1.5;-45.96;3.3;Downstairs
17815414;-1292571;0.061086524;42030582;0.7171558;-1.38;-46.26;3.36;Downstairs
1765197;-10065437;-0.15851954;43166795;0.70005155;-11999999;-46.62;3.54;Downstairs
1765197;-10065437;0.15302174;30775392;13093897;-11999999;-46.62;3.54;Downstairs
19490717;-39635212;0.18784106;19614882;13329079;-1.38;-46.98;3.6;Downstairs
1916383;-38681788;0.21410827;12675453;13817772;-1.74;-47.52;3.78;Downstairs
1801972;-37047346;0.2996294;129198;1398576;-2.34;-48059998;38999999;Downstairs
11155065;-18251266;0.6792821;22834144;1078788;-36599998;-49.14;4.14;Downstairs
941166;-17978859;0.8011498;2925739;0.92149025;-4.56;-49559998;39599998;Downstairs
6605869;-14709976;0.75441855;32647693;0.8173377;-5.58;-50.1;3.78;Downstairs
4780742;-0.89894295;0.45173484;28799243;0.6973027;-6.54;-50.52;3.72;Downstairs
40861044;-0.38136974;0.25259277;21361957;0.72295904;-7.74;-50.7;3.48;Downstairs
41269655;-0.9670447;0.07544186;11664472;0.6713409;-8.76;-51;31799998;Downstairs
47943625;-21656353;-0.09743301;0.7974846;0.62949663;-9.9;-51.18;2.58;Downstairs
47262607;-26423476;-0.5131268;0.24984388;0.6637051;-11.88;-51.42;13199999;Downstairs
48216033;-196133;-0.4746423;-0.000916;0.6627888;-12.84;-51719997;0.59999996;Downstairs
50259085;-14982382;-0.34666604;0.11209377;0.5702427;-13799999;-51.78;-0.06;Downstairs
53800373;-0.87170225;-0.23609942;0.21594086;0.3277292;-14.94;-51.96;-0.96;Downstairs
65922484;-0.7082581;-0.22540927;0.034208454;0.04642576;-16.14;-51.84;-1.8;Downstairs
9125633;-10079057;-0.38423425;-0.40011674;-0.24801129;-16859999;-51539997;-2.82;Downstairs
9479762;-0.27240697;-0.6627888;-0.8885035;-0.56596667;-18359999;-51239998;-4.68;Downstairs
8962189;-0.24516626;-0.50701815;-12803736;-10250319;-18779999;-51059998;-5.46;Downstairs
9180115;-0.54481393;-0.32253686;-11111639;-12705997;-19.14;-50.94;-6.24;Downstairs
10474048;-0.58567494;-0.32253686;-11111639;-12705997;-19.38;-50.94;-7.02;Downstairs
10474048;-0.58567494;-0.32253686;-11111639;-12705997;-19.38;-50.94;-7.02;Downstairs
10474048;-0.58567494;-0.32253686;-11111639;-12705997;-19.38;-50.94;-7.02;Downstairs
10474048;-0.58567494;-0.18875736;-0.2660318;-13637567;-19.38;-50.94;-7.02;Downstairs
10474048;-0.58567494;-0.37690386;-0.53878313;-14205672;-19.38;-50.94;-7.02;Downstairs
30645783;-0.06810174;-0.64476824;-0.9593639;-13319917;-19.26;-51239998;-7.44;Downstairs
14723596;13892754;-0.38973203;-0.86376345;-0.91690874;-18.84;-52199997;-8099999;Downstairs
1919107;41542063;-0.23182335;-0.8585711;-0.20677789;-18.24;-53.46;-8.16;Downstairs
19504337;667397;0.18692477;-0.039095376;0.42149702;-17.34;-54.36;-77999997;Downstairs
19504337;667397;0.48533243;12162327;0.31215215;-17.34;-54.36;-77999997;Downstairs
14927901;3881799;0.28802297;12452488;-0.022602014;-16.44;-55199997;-7.44;Downstairs
14423948;3486809;-0.051618114;0.8008443;-0.3494149;-15.78;-55739998;-7.14;Downstairs
11836082;196133;-0.2770274;-0.06994407;-0.6954701;-14.46;-56.64;-6.54;Downstairs
70280995;13211738;-0.3286455;0.03176499;-0.7464773;-13.08;-57.18;-6.06;Downstairs
39090397;16344417;-0.30879238;0.8078693;-0.7257079;-12.42;-57539997;-5.7;Downstairs
0.61291564;2083913;-0.46761733;18374827;-0.711658;-11219999;-57.48;-52799997;Downstairs
-18659877;2070293;-0.79168135;23286183;-0.57696223;-10.44;-57.12;-5.1;Downstairs
-35412905;-11168685;-12782356;22996023;-0.3555236;-9599999;-56579998;-53399997;Downstairs
-46172976;-27513103;-15528195;23542747;0.0421497;-9.3;-56.34;-5.52;Downstairs
-46172976;-27513103;-12681563;29810224;0.59437186;-9.3;-56.34;-5.52;Downstairs
29147544;-469902;-0.5531385;31587842;1078788;-8639999;-55559998;-6;Downstairs
4944186;-47535014;0.10873401;27021625;1278541;-8.46;-54.6;-6.54;Downstairs
12912089;-509401;0.49846604;16835446;11557571;-8.58;-54.12;-6.72;Downstairs
18932283;-547538;0.8756753;0.80939645;10760391;-9;-52.98;-6.96;Downstairs
19490717;-4576437;0.8903361;0.36346483;17400496;-9599999;-51899998;-7.2;Downstairs
18196785;-2669588;0.88239485;-0.1518;19312505;-10.74;-50.82;-7.2;Downstairs
14818938;-0.7627395;0.8258898;-13811663;14251486;-11.34;-50.34;-7.14;Downstairs
12340035;17706453;0.77396625;-3273016;0.61636305;-12.9;-49.14;-67799997;Downstairs
1056939;273769;0.4978552;-39009855;-0.1337795;-14639999;-47879997;-6.06;Downstairs
6891896;3405087;0.22327125;-32436945;-0.46975538;-16199999;-47039997;-5.1;Downstairs
4440233;29147544;0.21471913;-22128594;-0.59803706;-16.92;-46.5;-38999999;Downstairs
36093922;22064962;0.10048734;-142973;-0.6771441;-17.52;-46079998;-2.52;Downstairs
32825038;22882185;-0.36987892;-0.45051312;-0.8206975;-17.94;-45899998;-1.92;Downstairs
4739881;28602731;-0.6918049;0.2770274;-0.872621;-18.18;-45.48;-0.84;Downstairs
17311462;22473574;-0.032986723;11976013;-0.4746423;-18;-45.3;-0.53999996;Downstairs
19381754;0.5992953;0.5271767;30973923;0.7305948;-17.34;-45059998;0.9;Downstairs
19490717;27104492;0.70341134;38072176;0.33933565;-17.16;-45;11999999;Downstairs
16221834;17706453;11572843;34251215;0.23793201;-16.44;-44.94;1.8;Downstairs
12122109;-20566726;0.6597345;19602666;-0.23548855;-15839999;-44.7;19799999;Downstairs
1054215;-11168685;0.1133155;0.8552113;-0.3371976;-15.54;-44.76;2.22;Downstairs
9425281;-0.027240695;-0.50579643;-0.17562376;-0.35338554;-15;-44.82;21599998;Downstairs
8648921;0.27240697;-0.6264423;-11609493;-0.3472769;-14759999;-45059998;2.22;Downstairs
59248514;1484618;-0.43860126;-0.700357;-0.14569137;-14.4;-45.3;23999999;Downstairs
33914666;30100968;-0.20189096;0.4034765;0.041233405;-14.34;-45539997;2.22;Downstairs
0.7899802;36093922;-0.000611;16627752;0.05009095;-14.34;-46.02;19799999;Downstairs
-1253072;21247742;0.018325957;26468792;-0.04795292;-14099999;-46379997;1.86;Downstairs
-1525479;0.19068487;-0.17256944;3300505;-0.06872234;-14099999;-46.68;1.8;Downstairs
-19340894;-26559677;-0.376293;35402696;0.067500606;-13.98;-47.34;1.38;Downstairs
-14301366;-43585114;-0.41141775;36010506;0.46120325;-13.98;-47.7;0.84;Downstairs
0.05448139;-4344891;-0.36987892;3412904;10421361;-14219999;-48;0.17999999;Downstairs
40861044;-37728362;-0.52198434;25314255;14844025;-14.46;-47879997;-0.17999999;Downstairs
8689782;-40452433;-0.6979135;0.17684549;16432275;-15059999;-47.7;-10799999;Downstairs
1724336;-44129925;-0.5662721;-12315043;16404786;-15.42;-47.64;-13199999;Downstairs
19381754;-51893525;-0.70341134;-20146337;1598329;-16.32;-46.8;-1.92;Downstairs
19490717;-4739881;-0.9120218;-2634662;14886786;-16619999;-46.32;-2.22;Downstairs
18605394;-0.35412905;-0.5308419;-2849381;0.9114109;-17.94;-45.3;-28799999;Downstairs
13960856;11304889;0.073303826;-21600194;0.33658674;-19.14;-44.1;-34199998;Downstairs
9656827;15799603;0.37415496;-15274686;-0.13775012;-20.4;-43.02;-3.54;Downstairs
8444615;13484144;0.57940567;-14248432;-0.39064834;-20.88;-42.42;-34199998;Downstairs
64832854;12803127;0.589485;-20604484;-0.52656585;-21.72;-41.1;-3.06;Downstairs
6537767;21656353;0.25473082;-35549302;-0.55833083;-22.38;-40.5;-2.58;Downstairs
626536;2315459;-0.1966986;-30628784;-0.33444872;-22.56;-40.2;-19799999;Downstairs
48216033;24789033;-0.64599;-0.9236283;-0.2443461;-22619999;-39.78;-1.26;Downstairs
6578628;26423476;-0.61300325;13552046;-0.15760323;-22.56;-39.66;-1.02;Downstairs
15717881;156634;-0.6056729;23890939;0.07666359;-22.14;-39.42;-0.35999998;Downstairs
18578154;13892754;-0.63316184;25192082;0.1301143;-21.84;-39.54;-0.24;Downstairs
19463476;2383561;-0.54550266;2008525;-0.064446285;-21.3;-39.54;-0.17999999;Downstairs
13824653;32961242;-0.34666604;13390167;-0.5589417;-20.88;-39.66;-0.42;Downstairs
9847511;15118586;0.18051068;0.6429357;-0.7855727;-20.46;-39719997;-0.65999997;Downstairs
6578628;-0.84446156;-0.24801129;0.65668017;-0.6908886;-19.92;-40079998;-1.38;Downstairs
50259085;-0.7082581;-0.48441613;0.67164636;-0.5644395;-19.14;-40.2;-21599998;Downstairs
